ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10_1_hit.vs.Ctrl_1_hit.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.p.value
ENSOARG00000008304	101115765	GYG2	glycogenin 2	-1.02359454201045	0.0346262899011205
ENSOARG00000008317	101110425	ANKRD13B	ankyrin repeat domain 13B	-1.15560746780091	0.00251043292182423
ENSOARG00000008352	101104265	ARHGEF1	Rho guanine nucleotide exchange factor 1	-0.903397237177976	0.0365184060569564
ENSOARG00000008374	101121316	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2	-2.35414698507954	0.0103340237946335
ENSOARG00000008380	101116194	RAB6B	RAB6B, member RAS oncogene family	-1.22068114229795	0.0436768010539283
ENSOARG00000008426	101121026	KMO	kynurenine 3-monooxygenase	-1.72143034394213	0.0226051894939863
ENSOARG00000008468	101121040	EMB	embigin	-1.33372478661252	0.000217485991328282
ENSOARG00000008473	100302501	PLAU	plasminogen activator, urokinase	-0.792813228623822	0.0367660971691188
ENSOARG00000008561	101104932	UCP2	uncoupling protein 2	-1.02412751989565	0.0371080493465798
ENSOARG00000008576	101121312	VCL	vinculin	-0.954217195282955	0.0103538436982408
ENSOARG00000008603	101104290	BCKDK	branched chain ketoacid dehydrogenase kinase	-1.3153626212123	0.00049392783566763
ENSOARG00000008629	100125621	PLIN3	perilipin 3	0.955139016240285	0.00156554523683679
ENSOARG00000008650	101113198	FBP1	fructose-bisphosphatase 1	-1.51356445296476	0.00197019747882945
ENSOARG00000008665	101115093	CDV3	CDV3 homolog	0.959374096323793	0.00983697426553961
ENSOARG00000008716	101116316		cytoplasmic polyadenylation element binding protein 2	1.3094839677412	0.0189519801280422
ENSOARG00000008752	101110931	VWF	von Willebrand factor	-1.35564570968712	0.0338991346332288
ENSOARG00000008793	101105148	IER5L	immediate early response 5 like	-1.58793784845745	0.000690681245249986
ENSOARG00000008797		CMIP	c-Maf inducing protein	-1.17221591428795	0.0226121704712716
ENSOARG00000008822	101105648	CRAT	carnitine O-acetyltransferase	-0.778611096023617	0.0394686402234494
ENSOARG00000008847	101102530	VANGL2	VANGL planar cell polarity protein 2	-1.78740789308113	0.0102497860824885
ENSOARG00000008881	101121279	RGS7	regulator of G protein signaling 7	-1.34195102793407	0.000638831814361762
ENSOARG00000008900				-1.09665078561066	0.00335027813313282
ENSOARG00000009029		SYT12	synaptotagmin 12	-1.8014617256561	0.0494437763106334
ENSOARG00000009057				-1.06378506509008	0.00664017046356168
ENSOARG00000009090	101119706	CYP1B1	cytochrome P450 1B1	-1.01035860317241	0.0277661593424339
ENSOARG00000009115		GPR173	G protein-coupled receptor 173	-1.15881040547429	0.0254199390535375
ENSOARG00000009139	101104278	FYCO1	FYVE and coiled-coil domain containing 1	-1.01917610947056	0.0101379535812108
ENSOARG00000009144	101113233	JAZF1	JAZF zinc finger 1	-1.72942147533542	0.0335789091646576
ENSOARG00000009151		RHOD	ras homolog family member D	-1.36789575663144	0.0243727923908179
ENSOARG00000009163	100270685	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	-1.22672790872758	0.0226740770060647
ENSOARG00000009185		ARHGAP23	Rho GTPase activating protein 23	-1.0868136725218	0.00669452469138513
ENSOARG00000009196	101105036	LOC101105036	histone H2A type 1	3.44153188436575	0.000132095705879054
ENSOARG00000009200	101118547	SLC2A10	solute carrier family 2 member 10	-1.28268403439564	0.000607178860719043
ENSOARG00000009223	101109798	PALM	paralemmin	-1.13612276224986	0.00139374175345549
ENSOARG00000009243		KCNA1	potassium voltage-gated channel subfamily A member 1	-1.79939285652981	0.0403175868963943
ENSOARG00000009312	101117118	RGL2	ral guanine nucleotide dissociation stimulator like 2	-1.22948650998903	0.000505228479942126
ENSOARG00000009339	101105022	SLC43A3	proteoglycan 3-like	-0.863113239504661	0.0335789091646576
ENSOARG00000009349	101120018	KNTC1	kinetochore associated 1	-1.209331674021	0.0106883813654439
ENSOARG00000009359	101102205	DCAF12	DDB1 and CUL4 associated factor 12	0.862715221195544	0.0340627488120698
ENSOARG00000009425	443271	GRIA1	glutamate ionotropic receptor AMPA type subunit 1	-1.1697208123027	0.00857323162186022
ENSOARG00000009436	101120726	SLITRK4	SLIT and NTRK like family member 4	-1.65034532441098	0.00941322230211512
ENSOARG00000009551	101105278	FYB1	FYN binding protein 1	-2.07422395927925	0.0428051533037576
ENSOARG00000009719	101114882	SLC16A13	solute carrier family 16 member 13	-1.32646116422129	0.00995731046081387
ENSOARG00000009735	101120439	SLC43A1	solute carrier family 43 member 1	-1.04840802623844	0.0117970799229044
ENSOARG00000009764	101119919	ITGB4	integrin subunit beta 4	-1.462152516319	0.00579240101444905
ENSOARG00000009770	101108984	DPYSL2	dihydropyrimidinase-related protein 2	-1.4300621480369	0.0227541027438098
ENSOARG00000009826	101109225	PGM1	phosphoglucomutase 1	-0.838118867914517	0.0185506165445559
ENSOARG00000009866	101119116	TBL1X	transducin beta like 1 X-linked	-0.832890943995853	0.0177205012477118
ENSOARG00000009895	101106106	PGM2L1	phosphoglucomutase 2 like 1	-1.29303973277595	0.0204555348806701
ENSOARG00000009903				-1.91718718202431	0.00397588609842847
ENSOARG00000009913	101116596	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like	-1.28507652052679	0.00098178685136805
ENSOARG00000009939	101117886	SYNGAP1	synaptic Ras GTPase activating protein 1	-1.22199441169007	0.00683986290627655
ENSOARG00000009958	101112452	NEFM	neurofilament medium	1.19863402016454	0.034182743525656
ENSOARG00000009964	101102401	TRPC4	transient receptor potential cation channel subfamily C member 4	-1.54661461731409	0.00121380869743015
ENSOARG00000009978	100142676	FBXO32	F-box protein 32	-1.46515506815937	0.000804313876312798
ENSOARG00000009983	101117101	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit	2.20170766899437	0.00103874740331567
ENSOARG00000009994	101113354	RTN2	reticulon 2	-1.08683689031535	0.00454753034063568
ENSOARG00000010005	443515	IGF1R	insulin like growth factor 1 receptor	-0.853402854474979	0.0390284201411444
ENSOARG00000010065	101121869	LASP1	LIM and SH3 protein 1	-1.07956453595791	0.00191629902781061
ENSOARG00000010099		PPP1R3B	protein phosphatase 1 regulatory subunit 3B	-2.25865214356494	0.000527745929724308
ENSOARG00000010100	101121709	YPEL4	yippee like 4	-1.6053431145663	0.00812801245312009
ENSOARG00000010118	101105613	VWA5A	von Willebrand factor A domain containing 5A	-1.09284450649566	0.0130109572267731
ENSOARG00000010397	101116743	DLG4	discs large MAGUK scaffold protein 4	-1.25798734573463	0.000793863515288116
ENSOARG00000010439	101122581	LGI3	leucine rich repeat LGI family member 3	2.14140899947628	0.0070113062720781
ENSOARG00000010473	101106481	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-1.52732470962238	0.00425291494269621
ENSOARG00000010474	443241	HR	HR, lysine demethylase and nuclear receptor corepressor	-1.89750766410262	0.00246341175499645
ENSOARG00000010483	101115377	UTP23	UTP23, small subunit processome component	0.898610865288478	0.0422237559447124
ENSOARG00000010522		RPRML	reprimo like	-2.18629658525244	0.00302786108940896
ENSOARG00000010687	101120377	MPG	N-methylpurine DNA glycosylase	-0.966833707076479	0.00875936967420216
ENSOARG00000010729	443246	SLC1A3	solute carrier family 1 member 3	-0.916935945803222	0.0475062985594285
ENSOARG00000010748		C11orf96	chromosome 11 open reading frame 96	1.03618930757754	0.00645101822115827
ENSOARG00000010821	101118504	ARHGAP6	Rho GTPase activating protein 6	-1.15209003820253	0.0285587986327171
ENSOARG00000010922	101104967	ZRANB3	zinc finger RANBP2-type containing 3	-1.0704475961431	0.044569613854067
ENSOARG00000010929	101108966	ROBO4	roundabout guidance receptor 4	-1.03635545577844	0.0395816368790975
ENSOARG00000010935	101110013	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	-1.06159331794114	0.0439259455222344
ENSOARG00000010943	101113485	MMP19	matrix metallopeptidase 19	-0.905466336039169	0.00876327491887034
ENSOARG00000011014	100381246	RGS4	regulator of G protein signaling 4	-1.96965818552097	0.0123559748799747
ENSOARG00000011021	101109223	HEPACAM	hepatic and glial cell adhesion molecule	-1.30004766931964	0.00174594320038006
ENSOARG00000011029	101109715	N4BP2L1	NEDD4 binding protein 2 like 1	-1.59034147877623	0.00831186449264496
ENSOARG00000011046	780489	NCF1	neutrophil cytosolic factor 1	-1.68684962849837	0.0166422185046094
ENSOARG00000011051	101102507	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	1.21340354914103	0.0238753417277429
ENSOARG00000011052	101109898	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	-0.930590340152264	0.0221904166755707
ENSOARG00000011116	101111309	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	-1.57868436947952	0.000664902950616661
ENSOARG00000011150	101111302	JPT1	Jupiter microtubule associated homolog 1	1.34090930849865	0.0124792773869085
ENSOARG00000011158	101110781	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	0.810751032262872	0.0412061339899797
ENSOARG00000011181				-1.36440286946281	0.00130842267322229
ENSOARG00000011220	101102654	CDK12	cyclin dependent kinase 12	1.05695080833561	0.00243520429746096
ENSOARG00000011225	443001	ACAN	aggrecan	-2.48942159552039	7.71423821195953e-05
ENSOARG00000011288	554254	TLR7	Ovis aries toll like receptor 7 (TLR7), mRNA.	-2.01113916967893	0.019869092279553
ENSOARG00000011299	101105618	EDRF1	erythroid differentiation regulatory factor 1	1.13550651094339	0.00390902153173614
ENSOARG00000011327		GSE1	Gse1 coiled-coil protein	-2.02381839981885	0.00831186449264496
ENSOARG00000011380	101121209	ADGRF5	adhesion G protein-coupled receptor F5	-1.9629262772509	0.0147096342653768
ENSOARG00000011391	101103177	EHD2	EH domain containing 2	-1.31648585792583	0.000821170658764928
ENSOARG00000011407	101112596	USP38	ubiquitin specific peptidase 38	0.903217586155427	0.0429302621356593
ENSOARG00000011536	101116712	NCKAP5	NCK associated protein 5	-1.90572878525979	0.0238438076426422
ENSOARG00000011584		F2RL1	F2R like trypsin receptor 1	-1.20253401811488	0.0336481307675904
ENSOARG00000011666	101102827	KIFAP3	kinesin associated protein 3	-0.9582469348598	0.0221904166755707
ENSOARG00000011702	101110113	CLIP2	CAP-Gly domain containing linker protein 2	-0.99669680319194	0.00313959926495703
ENSOARG00000011736	101112268	FAM8A1	family with sequence similarity 8 member A1	1.00639121816633	0.0113411497226977
ENSOARG00000011743		MPEG1	macrophage expressed 1	-1.58038915519459	0.0248640156355154
ENSOARG00000011842	101114839	LAT2	linker for activation of T cells family member 2	-1.55310138707482	0.00145903403478305
ENSOARG00000011863	101114674	TLN1	talin 1	-0.930693921090428	0.00382494416670491
ENSOARG00000011867		RFLNB	refilin B	-1.72527191880654	7.50424831196559e-05
ENSOARG00000011910	101110900	LIMK1	LIM domain kinase 1	-0.918388838213767	0.0190717306001312
ENSOARG00000011935	101113022	DDX25	DEAD-box helicase 25	-1.31367535305442	0.0208270086069902
ENSOARG00000011949	101107905	C3orf67	chromosome 19 open reading frame, human C3orf67	-1.27904765034675	0.0077464935639112
ENSOARG00000011993	101118642	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	-1.51297810366139	0.000928146720804165
ENSOARG00000012034		FAM107A	family with sequence similarity 107 member A	-1.3522811123364	0.0138334355889108
ENSOARG00000012054	101109967	SSBP4	single stranded DNA binding protein 4	-1.25955099004002	0.000353334975713381
ENSOARG00000012126	101122474	TEAD3	TEA domain transcription factor 3	-0.867565212110821	0.0113919859745949
ENSOARG00000012236	101113958	RNF150	ring finger protein 150	-1.50050164069728	0.00226507341019493
ENSOARG00000012283	101104960	SUMO3	small ubiquitin-like modifier 3	-1.16871834513124	0.00134228819886692
ENSOARG00000012288				1.41514605703549	0.016891910562174
ENSOARG00000012341	101112029	EBP	EBP, cholestenol delta-isomerase	-1.09484683159836	0.00391936113130226
ENSOARG00000012360	101122180	ELK3	ELK3, ETS transcription factor	-1.12803569188664	0.00136675993700285
ENSOARG00000012373	101113590	ADAM19	ADAM metallopeptidase domain 19	-1.84488826695056	0.000879483906643754
ENSOARG00000012390	101102848		myosin regulatory light chain interacting protein	1.21529416678635	0.00159544167770023
ENSOARG00000012454	101102997	MYO1C	myosin IC	-1.02368217885778	0.00100163700821146
ENSOARG00000012484	101113046	PRUNE2	prune homolog 2	-1.93041894196593	0.0111653487234601
ENSOARG00000012488				-0.995078151132334	0.0162999041876311
ENSOARG00000012506	101106548	HDDC3	HD domain containing 3	-1.0096543811532	0.0252466582303798
ENSOARG00000012535	101113323	TNS3	tensin 3	-1.78452096567462	4.04060506903561e-05
ENSOARG00000012561	101102865	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	1.22600054095781	0.0189795880038639
ENSOARG00000012575	101106798	MAN2A2	mannosidase alpha class 2A member 2	-0.815596092198904	0.0420621868627588
ENSOARG00000012580	101119006	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	1.02413269385088	0.0152723124503923
ENSOARG00000012627	101111020		IQ motif containing N	1.2217812108322	0.04905831247272
ENSOARG00000012667	101118187	NFIC	nuclear factor I C	-1.17637184312273	0.000943672202994768
ENSOARG00000012668	101109885	ANKRD6	ankyrin repeat domain 6	-1.07529513606812	0.0312009803458867
ENSOARG00000012716	101121387	LOC101121387	histone H2A type 2-A	1.34148225988888	0.00516866212434723
ENSOARG00000012734	101121415	WNT5B	Wnt family member 5B	-1.8035570145598	0.000140904320661946
ENSOARG00000012775	101119457	DQX1	DEAQ-box RNA dependent ATPase 1	1.39200983820804	0.0108748111847269
ENSOARG00000012778	780454	FURIN	furin, paired basic amino acid cleaving enzyme	-0.961761853113708	0.00244403478589676
ENSOARG00000012851	101110864	CD37	CD37 molecule	-1.27622690455817	0.0109503526324644
ENSOARG00000012857	101112629	PTPN4	protein tyrosine phosphatase, non-receptor type 4	1.41244622054277	0.0122487617958104
ENSOARG00000012866	101122148	LOC101122148	histone H2A type 2-A	1.34148225988888	0.00516866212434723
ENSOARG00000012909	101107690	HK2	hexokinase 2	1.23555919230662	0.036094685379078
ENSOARG00000012912	101115315	MAML3	mastermind like transcriptional coactivator 3	-1.25528373583161	0.0148842893178369
ENSOARG00000013019		TRH	thyrotropin releasing hormone	1.25342720570099	0.048979074926502
ENSOARG00000013073	101112263	RIN3	Ras and Rab interactor 3	-1.11338969302427	0.00839603367101598
ENSOARG00000013077	101120110	RETREG1	reticulophagy regulator 1	-0.946980695101517	0.0271762466128164
ENSOARG00000013082	101107621	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	1.27048090608762	0.0381749172666833
ENSOARG00000013089	101116562	CACNA1C	calcium voltage-gated channel subunit alpha1 C	-1.02529039127332	0.0309990694528817
ENSOARG00000013100	101103492	SCARF1	scavenger receptor class F member 1	-1.64634368155004	0.000454568242094091
ENSOARG00000013106	101108630	PGM5	phosphoglucomutase 5	-1.33649449442882	0.00594164130063526
ENSOARG00000013144	101103054	IL1R1	interleukin 1 receptor type 1	-1.39003239545765	0.00952231081731303
ENSOARG00000013149	101122398	HIST2H2BE	histone H2B type 2-E	1.12928275087407	0.00170651156852111
ENSOARG00000013151	101103018	MST1	macrophage stimulating 1	-1.41389432430767	0.0490293601297449
ENSOARG00000013174	101117440	SNAI1	snail family transcriptional repressor 1	-1.33871724419491	0.0220743672257635
ENSOARG00000013183	101109661	SYT7	synaptotagmin 7	-1.70534534916271	0.0437106753929184
ENSOARG00000013187	101122738	NEXN	nexilin F-actin binding protein	-1.74307807285263	7.3850574081866e-05
ENSOARG00000013259	101123163	FUBP1	far upstream element binding protein 1	0.912036087199656	0.0293059703818345
ENSOARG00000013380	101117813	RHBDD2	rhomboid domain containing 2	-0.96224775176717	0.0479226836120584
ENSOARG00000013382	101105363	PDE8A	phosphodiesterase 8A	1.06333918638271	0.01223233809957
ENSOARG00000013400	101106067	EIF5B	eukaryotic translation initiation factor 5B	0.855026286971809	0.0133131024175688
ENSOARG00000013465	443130	CAPN1	calpain 1	-0.982854974362735	0.00869278030391041
ENSOARG00000013473	101107499	NHS	NHS actin remodeling regulator	-1.90980670495577	0.00790789749886183
ENSOARG00000013482	101110193	MYRF	myelin regulatory factor	-1.81334974774509	0.00370652607191565
ENSOARG00000013487	101122043	PLXNA2	plexin A2	-1.30959700238271	0.0094809866451929
ENSOARG00000013569	101102355		eva-1 homolog C	-1.30256465399572	0.000838129267523754
ENSOARG00000013590	101117845	LIMCH1	LIM and calponin homology domains 1	-1.40339135966091	0.0139061800131998
ENSOARG00000013610	101113697	MYO7A	myosin VIIA	-1.68307259542752	0.00415616781534166
ENSOARG00000013619	101116876	DKK1	dickkopf WNT signaling pathway inhibitor 1	3.4452463910603	0.0124896577424101
ENSOARG00000013623	101122602	PPP3CA	protein phosphatase 3 catalytic subunit alpha	-1.02215523439919	0.0215347528312977
ENSOARG00000013628	101116705	IL33	interleukin 33	-2.12621802036812	0.000123499643654826
ENSOARG00000013636	100302083	CDKN1A	cyclin dependent kinase inhibitor 1A	1.18884574320966	0.00350064641610047
ENSOARG00000013661	101108466	NEK6	NIMA related kinase 6	-0.996210657641238	0.0230754565221661
ENSOARG00000013691	101122290	ZBTB4	zinc finger and BTB domain containing 4	-1.45845108529841	0.000987955361704814
ENSOARG00000013716	101107601	NAF1	nuclear assembly factor 1 ribonucleoprotein	0.821305902857523	0.0309990694528817
ENSOARG00000013728	101104016	NICN1	nicolin 1	-0.956403226359598	0.0471945148417261
ENSOARG00000013748	101115754	HSPB1	heat shock protein family B (small) member 1	-1.14862251882286	0.0139508493819331
ENSOARG00000013750	101122773	CDC42EP1	CDC42 effector protein 1	-1.55935242121496	0.00192278531547407
ENSOARG00000013813	101115052	KIN	Kin17 DNA and RNA binding protein	0.906196962893239	0.00639109421363762
ENSOARG00000013835		PHACTR1	phosphatase and actin regulator 1	-1.46732493008013	0.00294281272988238
ENSOARG00000013840	101105856	WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules	1.09953610302747	0.0168814241884883
ENSOARG00000013850		CRB2	crumbs 2, cell polarity complex component	-1.45248609510854	0.0407840911982145
ENSOARG00000013917	101112636	ITPRIPL1	ITPRIP like 1	-1.00430474741695	0.0164619010035613
ENSOARG00000013931	101123285	SH3BP1	SH3 domain binding protein 1	-2.02257569409937	7.56970724060278e-05
ENSOARG00000013951	101105944	NRIP3	nuclear receptor interacting protein 3	2.1101460673189	0.000466130000135563
ENSOARG00000013958	101105444	CDCA4	cell division cycle-associated protein 4	-1.3582955510918	0.0134513282134879
ENSOARG00000013973	101117582		NAC alpha domain containing	-1.34283212093101	0.00861913455769997
ENSOARG00000014052	101107886	CELF2	CUGBP Elav-like family member 2	-1.16373140160617	0.0034903937826192
ENSOARG00000014063	101107536	CDC6	cell division cycle 6	-1.61459536091698	0.00303632426409206
ENSOARG00000014096	101111579	TM6SF1	transmembrane 6 superfamily member 1	-0.994154147407953	0.0256372131460362
ENSOARG00000014101	101111919	MCOLN3	mucolipin 3	-1.33250493366091	0.0036344280511203
ENSOARG00000014121		SHANK1	SH3 and multiple ankyrin repeat domains 1	-1.36520266818598	0.0263298273994621
ENSOARG00000014151	101117299		ras GTPase-activating protein 4	-1.56424740323092	0.00039453276600071
ENSOARG00000014201	101102940		mitochondrial carrier 1	-0.779840813277801	0.0436789107062418
ENSOARG00000014203	101117199	CCRL2	C-C motif chemokine receptor like 2	-1.52030745224294	0.00721784020655111
ENSOARG00000014214	101117453	CCR5	C-C motif chemokine receptor 5	-1.71587285132207	0.0451326391450871
ENSOARG00000014260	101117971	CCR1	C-C chemokine receptor type 1	-2.57139468329706	0.000215150342749536
ENSOARG00000014270	101111012	CLEC5A	C-type lectin domain containing 5A	-2.40276811707697	0.00430040729422198
ENSOARG00000014278	101112861	C1orf52	chromosome 1 open reading frame, human C1orf52	0.838447050270987	0.0466509881537265
ENSOARG00000014316	101103125	FOCAD	focadhesin	-0.814184267221506	0.0449452098653666
ENSOARG00000014317	101107989	ST5	suppression of tumorigenicity 5	-1.03202419090648	0.0472746057774058
ENSOARG00000014319	101113635	DDAH1	dimethylarginine dimethylaminohydrolase 1	-0.93807514078335	0.0129820445846644
ENSOARG00000014340	101119019	SLC39A10	solute carrier family 39 member 10	-0.945653783295239	0.0477264465200033
ENSOARG00000014351	101119494	ATP9A	ATPase phospholipid transporting 9A (putative)	-1.03395821230753	0.0256445359043752
ENSOARG00000014358	101118052	PCDH18	protocadherin 18	-1.66368366866334	0.0220347350113742
ENSOARG00000014372	101105193	EFHC1	EF-hand domain containing 1	-1.29411141515331	0.0301931671052682
ENSOARG00000014395				1.14132798410455	0.0484198559805538
ENSOARG00000014445	101119359	ORAI2	ORAI calcium release-activated calcium modulator 2	-0.989116567128084	0.0241895434438757
ENSOARG00000014493				0.860298512875072	0.0481302177000042
ENSOARG00000014505				0.972820541199833	0.0129094606991582
ENSOARG00000014523	101108165	PCDH10	protocadherin 10	1.15560978380778	0.020746706232601
ENSOARG00000014606	101113534	TRPV4	transient receptor potential cation channel subfamily V member 4	-1.35169159149119	0.0164619010035613
ENSOARG00000014622	101123109	SOX11	SRY-box 11	1.56580015058309	0.0472440206499201
ENSOARG00000014638	101119536	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	-1.06311279277913	0.000563501644607895
ENSOARG00000014779	100303608	PECAM1	platelet and endothelial cell adhesion molecule 1	1.28439835354691	0.0145782101025061
ENSOARG00000014814	101121051	ACTA2	actin, alpha 2, smooth muscle, aorta	-1.14189503002126	0.0370156283581036
ENSOARG00000014847	100169936	FBXL21	F-box and leucine rich repeat protein 21	-1.31888623266829	0.0190417794439631
ENSOARG00000014997	101116061	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	1.677470192621	8.34748479155026e-05
ENSOARG00000015037				-0.953959175715662	0.0240253154827846
ENSOARG00000015097	100127211	CAPN2	calpain 2	-0.888724581616943	0.00723384900110951
ENSOARG00000015161	101114154	RAP2B	RAP2B, member of RAS oncogene family	0.850013035085242	0.0238696251275184
ENSOARG00000015194	497274	CRYAB	crystallin alpha B	1.07660211936735	0.00138255231933371
ENSOARG00000015233		AP1S1	adaptor related protein complex 1 subunit sigma 1	-0.976560967776239	0.00815323405889934
ENSOARG00000015267	101115652	MCAM	melanoma cell adhesion molecule	-1.16612625225148	0.0484430398554986
ENSOARG00000015298	101103057	GRHL1	grainyhead like transcription factor 1	1.31425400286512	0.0212224944106365
ENSOARG00000015334	101110684	OPLAH	5-oxoprolinase, ATP-hydrolysing	-0.938064874463997	0.0285126573377963
ENSOARG00000015337	101109035	LOC101109035	5-hydroxyisourate hydrolase-like	-1.06448796336079	0.0492740233516512
ENSOARG00000015391	100135448	ARNT2	Ovis aries aryl hydrocarbon receptor nuclear translocator 2 (ARNT2), mRNA.	-1.04219431679002	0.0182025804110071
ENSOARG00000015412	101107206	C17orf58	chromosome 11 open reading frame, human C17orf58	-1.16983015901782	0.0424486127179653
ENSOARG00000015413		KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	-0.970115096135365	0.00208771311293823
ENSOARG00000015506	101118731	STX2	syntaxin 2	-0.970303508880545	0.0108194213162588
ENSOARG00000015536	101116178	CEMIP	cell migration inducing hyaluronidase 1	-1.0483665739931	0.0372157180542352
ENSOARG00000015538	101111136	EML3	echinoderm microtubule associated protein like 3	-0.800879812242319	0.0330061814910379
ENSOARG00000015569	101122413	PALLD	palladin	-1.45901733095804	0.000109559596204528
ENSOARG00000015578	101121640	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	1.11806111477195	0.047873255925383
ENSOARG00000015610	101104766	SGSM2	small G protein signaling modulator 2	-0.979930920598801	0.00715364088008759
ENSOARG00000015648	101110747	POC1B	POC1 centriolar protein B	-1.62789467237956	0.00223024847258346
ENSOARG00000015690	101103648	NSD2	nuclear receptor binding SET domain protein 2	-0.916083511155556	0.0391307882792178
ENSOARG00000015709	101120629	TRIP6	thyroid hormone receptor interactor 6	-1.43301664644933	0.000771113058839307
ENSOARG00000015726	101102317	DCSTAMP	dendrocyte expressed seven transmembrane protein	-3.05365829147138	0.00152386576882321
ENSOARG00000015731		DLG3	discs large MAGUK scaffold protein 3	-1.73932135537804	0.00318381610589207
ENSOARG00000015817		CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4	-2.07945932239417	0.0191211580756229
ENSOARG00000015818	101102742	LMO7	LIM domain 7	-1.57973145495761	0.00318381610589207
ENSOARG00000015856		IGF1	insulin like growth factor 1	-1.27156391768086	0.0174020515598548
ENSOARG00000015885	101117675	TOX	thymocyte selection associated high mobility group box	-1.61563577578144	0.000412058766635886
ENSOARG00000015908	100820746	ANKRD1	ankyrin repeat domain 1	-1.70611464823192	0.0165636280340744
ENSOARG00000015956	101119247	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	0.994522531076177	0.00632405459932563
ENSOARG00000015971	101104452	IGSF6	immunoglobulin superfamily member 6	-1.72678865378698	0.01223233809957
ENSOARG00000015973	101119234	RASAL2	RAS protein activator like 2	-1.07484902093882	0.039628609673091
ENSOARG00000016004	101121522	MCC	MCC, WNT signaling pathway regulator	1.36528240050299	0.00181064428091022
ENSOARG00000016024	101108888	LIMS2	LIM zinc finger domain containing 2	-0.834858601335104	0.0337169807958008
ENSOARG00000016052	101104557	AOX1	aldehyde oxidase 1	-1.02740847279001	0.0141538195977177
ENSOARG00000016064	101112980	TSPAN5	tetraspanin 5	1.30196425644181	0.00353318442277805
ENSOARG00000016092	101114107	COLGALT1	procollagen galactosyltransferase 1	-0.874784407612553	0.0101043762266396
ENSOARG00000016097	101109331	IWS1	IWS1, SUPT6H interacting protein	0.905641913591966	0.00322093552251175
ENSOARG00000016098				-1.40270044858706	0.0068461721351534
ENSOARG00000016108	101112180	LZTS2	leucine zipper tumor suppressor 2	-1.32013461073397	0.00244403478589676
ENSOARG00000016113				-1.13198236569548	0.00145903403478305
ENSOARG00000016118	101104306	LOC101104306	plasma membrane calcium-transporting ATPase 4-like	-1.2885987605873	0.000777245701611927
ENSOARG00000016133	101119198	NCKAP1L	NCK associated protein 1 like	-0.987641942268203	0.0165968065478512
ENSOARG00000016141	101108217	C7orf57	chromosome 4 open reading frame, human C7orf57	-0.949907694443284	0.0420621868627588
ENSOARG00000016181	443140	ITGA5	integrin subunit alpha 5	-0.891781837211284	0.0257721111510253
ENSOARG00000016212	101109567	IP6K2	inositol hexakisphosphate kinase 2	0.872082430479124	0.0100451026758677
ENSOARG00000016225	101123513	SFXN3	sideroflexin 3	-0.846887250774156	0.0414851686477656
ENSOARG00000016237	101117505	PDE4A	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	-1.13403458651113	0.0190830200756174
ENSOARG00000016359	101122496		multidrug resistance-associated protein 1-like	-1.76401305049656	0.00249389234418681
ENSOARG00000016398	101112769	ZNRD1	zinc ribbon domain containing 1	1.47597698597428	0.00104692431274606
ENSOARG00000016409				-1.3741361401261	0.0249311436519893
ENSOARG00000016412	443545	PDGFB	platelet derived growth factor subunit B	-1.86032025279764	0.00721023978028613
ENSOARG00000016415	101102489	CDO1	cysteine dioxygenase type 1	2.11469159419004	0.00169701081807581
ENSOARG00000016453	101102889	MAP3K12	mitogen-activated protein kinase kinase kinase 12	-1.09763433813083	0.00691280269929892
ENSOARG00000016481				-1.67147993027395	0.00258692292729969
ENSOARG00000016584	101116019	FAM171B	family with sequence similarity 171 member B	1.28770335811115	0.0295790398839752
ENSOARG00000016585	101119939	TM2D3	TM2 domain containing 3	0.859353812758218	0.0243196045417814
ENSOARG00000016620				-1.06130808590897	0.00624748233530933
ENSOARG00000016626	101106414	RARG	retinoic acid receptor gamma	-1.6674919616288	0.000466306561176028
