ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.LPS100_2_hit.logFC	LPS100_1_hit.vs.LPS100_2_hit.p.value
ENSOARG00000018781	101113818		actin related protein 2/3 complex subunit 1A	1.01461537732455	0.0139313815988942
ENSOARG00000018878	101121924	FOXRED2	FAD dependent oxidoreductase domain containing 2	1.15473223320394	0.0435882726218917
ENSOARG00000019011	101101844	LRRFIP1	LRR binding FLII interacting protein 1	1.14021581240924	0.0116540347508011
ENSOARG00000019024	101106419	CYB5R3	NADH-cytochrome b5 reductase 3	0.832939688508595	0.0398979913818738
ENSOARG00000019029	101119299	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2	-0.920603170892537	0.0229643428859609
ENSOARG00000019064				1.19826023327372	0.0272721184889247
ENSOARG00000019085	101115867	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	1.08612136182841	0.0117009311619919
ENSOARG00000019097	101107893	C11orf74	chromosome 15 C11orf74 homolog	1.07393861529247	0.030913717743608
ENSOARG00000019145	101101881	TST	thiosulfate sulfurtransferase	1.73168056262182	0.0257829014742656
ENSOARG00000019403	101104154	REM2	RRAD and GEM like GTPase 2	1.52555304524664	0.038850143339536
ENSOARG00000019513	101116013	GRAMD1C	GRAM domain containing 1C	1.06304755395276	0.0469040125770272
ENSOARG00000019613	101111755	TEKT2	tektin 2	1.56074724582497	0.0188573012563128
ENSOARG00000019703	101113543	OSCP1	organic solute carrier partner 1	-1.28476733809889	0.0137347526740744
ENSOARG00000019742	101106754	MXD1	MAX dimerization protein 1	1.24644035083031	0.048692249090216
ENSOARG00000019779	101112046	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2	1.21959632183763	0.0405368481216282
ENSOARG00000019854	101107652	GPR156	G protein-coupled receptor 156	1.55087954672157	0.0407750758648491
ENSOARG00000019897	101116898	APLF	aprataxin and PNKP like factor	1.25876465123218	0.0266988170740264
ENSOARG00000019957	101109136	GTF2E1	general transcription factor IIE subunit 1	1.19455704432512	0.0445078065319917
ENSOARG00000020063	101109397	HIST1H1D	histone H1.3	1.92449788701931	0.00385874873397783
ENSOARG00000020179	101121049	PPT1	palmitoyl-protein thioesterase 1	1.15935774310721	0.00801595842847787
ENSOARG00000020195				-1.837095660174	0.0030610996016186
ENSOARG00000020199				-1.77254640830017	0.0054121434946043
ENSOARG00000020222	101120887	ITGB5	integrin subunit beta 5	1.00268160802435	0.0242979127356129
ENSOARG00000020230	101108835	CCDC32	coiled-coil domain containing 32	1.1633447360632	0.0407502340071789
ENSOARG00000020383	101104112	BDH1	3-hydroxybutyrate dehydrogenase 1	-1.12506581242963	0.0387233269649448
ENSOARG00000020408	101111062		zinc finger protein 697	-1.66370833063644	0.0421173785716541
ENSOARG00000020506	100913159	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	1.78956113486287	0.0106409014752169
ENSOARG00000020517	100037661	EIF4A2	eukaryotic translation initiation factor 4A2	-0.953124574497587	0.0348405165790389
ENSOARG00000020534	101114152	TBCCD1	TBCC domain containing 1	-0.91835763843844	0.0384153743559474
ENSOARG00000020818	101105738	PSD4	pleckstrin and Sec7 domain containing 4	1.21610549629292	0.0431268237687332
ENSOARG00000020899	101122030	DNAAF4	dynein axonemal assembly factor 4	-1.30056190294332	0.0364604335740467
ENSOARG00000020959	101103980	TMOD3	tropomodulin 3	1.05061478774015	0.0415687832782341
ENSOARG00000021027	101109884	MYEF2	myelin expression factor 2	-1.15885086606794	0.0163335506744693
ENSOARG00000021045	100174904	GATM	glycine amidinotransferase	0.869720516761237	0.0462287563405844
ENSOARG00000021124	101117850	PCNX4	pecanex 4	-1.22717219205803	0.0221403085729309
