ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.vs.Ctrl.micro.logFC	LPS100_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.vs.Ctrl.micro.p.value
ENSOARG00000005617		TNFSF13B	TNF superfamily member 13b	2.42300466178717	2.73444819804468	6.09295124253361e-05	0.00384847950044808
ENSOARG00000005647	101112342	RASGRP4	RAS guanyl releasing protein 4	-2.41850402470335	-1.80453732071398	0.00079548880327996	0.00438609800033629
ENSOARG00000005691				-1.16375591099324	-1.36044881480015	0.00474502008788278	0.0341284833051614
ENSOARG00000005737	101117178		ras association domain-containing protein 5	2.8171476589411	3.14332513820925	1.4944285114752e-05	0.000703155730728529
ENSOARG00000005817		CHST2	carbohydrate sulfotransferase 2	0.879991070793928	5.88868211310544	0.021327926285426	0.00115716149000151
ENSOARG00000005821	101102359	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	2.08102542962235	1.74983078912659	0.000114338316356309	0.00649132444739729
ENSOARG00000005825	101117028		enoyl-CoA hydratase domain-containing protein 2, mitochondrial	-1.27614880526637	-1.64818944017601	0.00601292619949361	0.00946715616765112
ENSOARG00000005841	101108883	AIFM2	apoptosis inducing factor, mitochondria associated 2	-1.12070666146752	-1.34694208003013	0.00944063168762712	0.00521807115176971
ENSOARG00000005850	101109145	TYSND1	trypsin domain containing 1	-2.08520403195754	-1.65520722793482	6.30703903206151e-05	0.00538887029994745
ENSOARG00000005852	101117567	TRIM32	tripartite motif containing 32	-1.568122738302	-2.21686038540322	0.000163112561603911	0.00821569654514877
ENSOARG00000005857	101123589	NBEAL2	neurobeachin like 2	-1.73031468646907	-1.64208434209294	5.58873170217911e-05	0.00876377507379329
ENSOARG00000005858	101116762	NR1H3	nuclear receptor subfamily 1 group H member 3	-1.48671435147908	-1.64106447058429	0.000169053852312041	0.0153455161966822
ENSOARG00000005870	101121455	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	1.19216116056463	1.73625285501024	0.00548484859818457	0.0142885907883624
ENSOARG00000005899	101113618	NFKBIB	NFKB inhibitor beta	1.59938627942379	2.77715404330052	4.24252471584988e-05	0.000839420709722317
ENSOARG00000005906	101118089	MAN1C1	mannosidase alpha class 1C member 1	-0.914885663455801	-2.40968454043965	0.0237627130132	0.000410768316769063
ENSOARG00000005909	101115405	AP4S1	adaptor related protein complex 4 subunit sigma 1	2.721160885277	3.21117238852201	8.70108829375623e-05	0.00675635208419782
ENSOARG00000005922	101105799	PPA1	pyrophosphatase (inorganic) 1	2.90456419275997	2.46943734927423	0.00121120172006533	0.00607055578166603
ENSOARG00000005971	101111562	NXPH3	neurexophilin 3	-2.48942806318031	-4.6527877612163	0.00233922379049056	0.00165340987753609
ENSOARG00000005972	101102957	TNFSF15	TNF superfamily member 15	4.73001963163016	6.31934249045489	0.000484796900134989	0.000695864467179115
ENSOARG00000005975	101112603	TWF2	twinfilin actin binding protein 2	-0.995443521651139	-1.18086821195471	0.0222346676136627	0.00621433809508311
ENSOARG00000005984	101103211	TMEM268	transmembrane protein 268	1.24248578166881	1.37303361012479	0.0154798829258312	0.0218880782088011
ENSOARG00000005998	101117276	MADD	MAP kinase activating death domain	-1.49486750378166	-1.14858468468746	0.00295211285563494	0.031462564677052
ENSOARG00000006006	101121529	MYO18A	myosin XVIIIA	-1.44791038629349	-2.16740625678532	5.17374313950592e-05	0.00819351158478814
ENSOARG00000006095	101115556	MINK1	misshapen like kinase 1	-1.39093949057662	-1.34953354710941	0.000803629440321041	0.0146821697734566
ENSOARG00000006099				1.49815707033504	1.45903070134495	0.000628790538147617	0.0170616373224049
ENSOARG00000006106	101106564	CIITA	class II major histocompatibility complex transactivator	1.56747769205652	4.17166473953865	0.0290406730334663	0.000130872089438869
ENSOARG00000006121	101107786	N4BP3	NEDD4 binding protein 3	0.987790406654235	3.74916268035822	0.0141976936831477	0.000307820476718314
ENSOARG00000006136	101109280	MTO1	mitochondrial tRNA translation optimization 1	1.03212745393524	0.869011522016224	0.0125049433701617	0.0345821361629783
ENSOARG00000006142	101106234	IFIH1	interferon induced with helicase C domain 1	2.79332652283923	2.36313684595193	0.000205630812684939	0.0106310562230134
ENSOARG00000006197	101104962	RGS3	regulator of G protein signaling 3	-1.82331192732309	-2.62778568147218	0.00999823731555912	0.0108290014830867
ENSOARG00000006209	101112853	ALAS1	5'-aminolevulinate synthase 1	1.41523206856426	1.09046181878741	0.000186793965071663	0.0324837137476691
ENSOARG00000006211		ABI3	ABI family member 3	-3.16225952592503	-3.26778989036738	5.81590858637292e-05	0.000623552188592267
ENSOARG00000006215	101108672		TNF receptor superfamily member 18	1.96651786394354	3.67595446378859	0.00118438136244495	0.00400394311015318
ENSOARG00000006218		IBA57	IBA57, iron-sulfur cluster assembly	-1.0508390077853	-1.40698581232678	0.0216661136207864	0.0234307860235286
ENSOARG00000006286	101111155	SGPL1	sphingosine-1-phosphate lyase 1	-1.34989586395028	-2.01603383142075	0.000455781032362907	0.0148250385823418
ENSOARG00000006353	101122466		oncostatin M	3.69785556813502	4.53182013047628	0.000484796900134989	0.000385823061146404
ENSOARG00000006356	101120189	BIRC3	baculoviral IAP repeat containing 3	3.31709389490341	4.35820760961162	4.56654413860054e-05	0.000692324123388121
ENSOARG00000006358	101109969	CSF1R	colony stimulating factor 1 receptor	-2.77654537961526	-2.68095989795744	8.33684236337028e-06	0.0036054805932361
ENSOARG00000006373	101107063	CLEC16A	C-type lectin domain containing 16A	1.076614742478	1.43171887956523	0.00384730372052703	0.00284289417680304
ENSOARG00000006385	101116930	ZNRF1	zinc and ring finger 1	1.31302016875359	2.51725171688578	7.62771489297759e-05	0.00328159745569575
ENSOARG00000006491	101119930	BIRC2	baculoviral IAP repeat containing 2	1.21194083961348	1.75195670127731	0.00937077801314419	0.00288131082618205
ENSOARG00000006493	101103839	ATG16L2	autophagy related 16 like 2	1.59849718750291	1.67264234863766	0.0023893433250886	0.00219627725156099
ENSOARG00000006496				3.38656520284635	3.75688237190112	3.41895704465692e-06	0.00504612816150731
ENSOARG00000006501				1.28852990918719	1.70466447096011	0.00856048912574449	0.040374496200024
ENSOARG00000006521	101121164	RAPGEF1	Rap guanine nucleotide exchange factor 1	-1.53558922504871	-1.86831196189395	0.00124440701317683	0.0204009325700307
ENSOARG00000006584	101111687	UGCG	UDP-glucose ceramide glucosyltransferase	1.57238095370709	2.01517550101793	0.00017908567588979	0.0158952159259053
ENSOARG00000006603	101112854	PCBP4	poly(rC) binding protein 4	-1.20053647237853	-0.95753457359718	0.000931597175039732	0.0192294261442816
ENSOARG00000006626	101103683	IRF7	interferon regulatory factor 7	2.63439389402484	3.21613641916065	0.00330170427400951	0.00191110818499957
ENSOARG00000006704	101108528	ETV3	ETS variant 3	2.46256383799774	3.32293526968833	0.000502587117535462	0.00314256012842647
ENSOARG00000006706		SNX21	sorting nexin family member 21	-1.00044183234536	-1.19043260725377	0.0200494630487228	0.0413986385686193
ENSOARG00000006714	101123660	P2RY6	pyrimidinergic receptor P2Y6	3.22828738331427	3.15946920641205	0.0342656484150426	0.0138715825420231
ENSOARG00000006790	101113346	SLFN11	schlafen family member 11	4.58901158503203	3.23919418176887	1.03521554928101e-05	0.0174873885842599
ENSOARG00000006823	101122608	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	1.28431791489878	1.01420268647692	0.000648679540214852	0.0492652092236873
ENSOARG00000006862	101103907	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	-1.15409613078906	-2.15510452285521	0.020089295856811	0.000813291677258758
ENSOARG00000006876	101104014	BAZ1A	bromodomain adjacent to zinc finger domain 1A	1.71055151694232	1.75374234741521	0.000101346407143226	0.0144495142110983
ENSOARG00000006883	101112625	VSIR	V-set immunoregulatory receptor	-2.26908693946786	-3.45690309221992	0.000361349686636071	0.000294552068157482
ENSOARG00000006889	101105044	LOC101105044	plasminogen activator inhibitor 2	2.53176475893	4.65150455708315	0.00937077801314419	0.000640832963649941
ENSOARG00000006902	101113686	HDAC5	histone deacetylase 5	-1.16928126228108	-1.67237440770714	0.00105026496865671	0.00405324607599056
ENSOARG00000006909				2.23686913860236	4.87433698643354	0.023142239024353	4.69634058382853e-05
ENSOARG00000006925		FAM78A	family with sequence similarity 78 member A	-2.26703545648463	-2.04885762464462	0.000930778230955596	0.0010525796440029
ENSOARG00000006984				0.82047506863797	1.01797645670515	0.0180863505724111	0.021260797277531
ENSOARG00000007011	101122873	TRIM25	tripartite motif containing 25	1.98122714920524	1.71407978442587	0.000134935149430747	0.00972651487357425
ENSOARG00000007045	101117382	TAF4B	TATA-box binding protein associated factor 4b	2.53666401828652	3.05457541202714	3.11717038355433e-05	0.0115349438445731
ENSOARG00000007049		ABCD1	ATP binding cassette subfamily D member 1	-1.03358574880201	-1.38347649199636	0.0230417700967498	0.0191502686850435
ENSOARG00000007076	101101872	CTNNAL1	catenin alpha like 1	-1.15586191728242	-1.2387888413351	0.0110019205976599	0.0404401847634602
ENSOARG00000007079	101114144	TEX264	testis expressed 264	-0.874203993549427	-1.28377610075675	0.0173514330374872	0.0124839644366663
ENSOARG00000007118	101110154	TP53I13	tumor protein p53 inducible protein 13	-1.08964415333208	-1.71482177864087	0.0180283763611872	0.0192102499718525
ENSOARG00000007142		SSBP3	single stranded DNA binding protein 3	-1.37275183022398	-1.48835390837688	0.0210251648902249	0.0175504360929174
ENSOARG00000007213	101102373	ZNF462	zinc finger protein 462	0.851634922181665	2.01586315272001	0.0468549369248415	0.000307820476718314
ENSOARG00000007215		CPPED1	calcineurin like phosphoesterase domain containing 1	-1.59611091467435	-1.44150972728648	0.00593441357173183	0.00403428463864889
ENSOARG00000007233	443057	ISG15	ISG15 ubiquitin-like modifier	3.80732694668993	5.17172306789408	4.16300890807738e-06	0.000307820476718314
ENSOARG00000007253				-1.77643854710552	-1.4580883346674	0.00330170427400951	0.0197548893524523
ENSOARG00000007296	101115886	SNX11	sorting nexin 11	1.23616876014869	1.98134573458408	0.00125005346589731	0.00661270279001866
ENSOARG00000007299	101119424	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	0.992543600345405	1.01859192588974	0.00787641978109238	0.0495484663337161
ENSOARG00000007304				2.77819997047274	4.14358553638024	9.83191807816098e-05	0.000307820476718314
ENSOARG00000007320	101111241	BLNK	B cell linker	-1.3856810578051	-1.22950679514379	0.0157129659123625	0.011221978138466
ENSOARG00000007374	101105263	SPHK1	sphingosine kinase 1	-1.24948516816833	-1.56123122691442	0.0104743408249949	0.021369366084584
ENSOARG00000007394	101104090	ARHGEF17	Rho guanine nucleotide exchange factor 17	-1.22472892393872	-1.9474073821618	0.000862861789863872	0.0138063125326248
ENSOARG00000007465		PLXNA1	plexin A1	1.05426234869146	2.16488532971688	0.0313046027876807	0.0129550686606876
ENSOARG00000007483	101103676	INF2	inverted formin, FH2 and WH2 domain containing	-1.19171343703145	-0.951995297645796	0.00255513871492493	0.0216091322005069
ENSOARG00000007502	780520	NFKBIA	NFKB inhibitor alpha	2.52000471657471	2.9107274155761	1.02902212907882e-06	0.0022372346482797
ENSOARG00000007577	101114273	ZBTB49	zinc finger and BTB domain containing 49	1.06754290957402	1.55551304565369	0.00238373655831148	0.00231394101168295
ENSOARG00000007591	101107699	NLRP3	NLR family pyrin domain containing 3	2.69578069071979	3.87157175661053	9.0535548875307e-05	0.000356233520580082
ENSOARG00000007592	443460	PTGS2	prostaglandin-endoperoxide synthase 2	4.88847039834187	5.1248570280485	0.000434586151364911	0.00174762493564781
ENSOARG00000007683	101111722	CXCL16	C-X-C motif chemokine ligand 16	1.75586227181012	2.47008400373576	6.47536088952409e-05	0.00424839597364513
ENSOARG00000007690	101103373	S1PR3	sphingosine-1-phosphate receptor 3	2.0126721528151	2.13758933098401	3.58066550628343e-05	0.0282071149834094
ENSOARG00000007738	101115580	TAP1	transporter 1, ATP binding cassette subfamily B member	2.3954995983362	2.84271354700431	9.46389958999241e-05	0.00156864613137559
ENSOARG00000007751	101110140	IFFO1	intermediate filament family orphan 1	-1.659642844913	-1.35566434477451	0.000124029580065446	0.0104062893336448
ENSOARG00000007771	101104121	SEMA4D	semaphorin 4D	-2.09798023907111	-2.08081283910581	0.000107674709400273	0.0140771593297536
ENSOARG00000007797	101112493	ARRB2	arrestin beta 2	-2.13988702436329	-1.4732039310935	0.000583312067478933	0.00438609800033629
ENSOARG00000007809	443262	ARNTL	aryl hydrocarbon receptor nuclear translocator like	-0.932591162636141	-1.41798758100699	0.045708832753167	0.036211786135094
ENSOARG00000007810	105609034	ANKRD16	ankyrin repeat domain 16	-1.10416391880299	-1.29031973007274	0.0183720636043602	0.00782720451942678
ENSOARG00000007866	101115834	PSMB9	proteasome subunit beta 9	2.21074528474575	3.22103765384668	0.000722986116625655	0.000856218390305705
ENSOARG00000007871	101117681	SCRN2	secernin 2	-1.23273682859338	-1.68392206489497	0.0227792392341402	0.0455511107522935
ENSOARG00000007934	101104909	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	3.52634393374708	3.79677349711873	0.000572425170391707	0.00611727336475865
ENSOARG00000007935	101111472	PLA2G4A	phospholipase A2 group IVA	1.99854856919206	3.02410875748267	0.00172751877820718	0.00403613256282662
ENSOARG00000007944	101116005	SLAMF8	SLAM family member 8	1.53180003984878	3.79753294712491	0.000434005767053111	0.000307820476718314
ENSOARG00000008016	101104657	TNIP1	TNFAIP3 interacting protein 1	1.8300805435357	1.88649045108998	0.000318322087256131	0.00689740055785302
ENSOARG00000008020	101102508	ERF	ETS2 repressor factor	-1.17646919012626	-1.36428726576237	0.000985463210245529	0.00524818252047976
ENSOARG00000008034		MAF	MAF bZIP transcription factor	-2.01770294966716	-2.91530864343621	0.000146713320908577	0.0331844593324822
ENSOARG00000008140	101104938		protein AHNAK2	-1.63363991906776	-1.88623330541689	5.9212226968084e-06	0.00284848840210964
ENSOARG00000008143	101120499	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	-1.06058305931509	-1.55211410319454	0.0382567252984528	0.00397033508557617
ENSOARG00000008151		ORAI3	ORAI calcium release-activated calcium modulator 3	-0.940918966159391	-1.08585230217377	0.0202644276219409	0.0131033526454444
ENSOARG00000008161	101107664	FGD3	FYVE, RhoGEF and PH domain containing 3	-2.04660558445782	-1.46066959247106	0.0135601403315279	0.0061746873671795
ENSOARG00000008178	101104700	IFITM3	interferon induced transmembrane protein 3	1.61108294168844	1.9980046383688	0.0146868709037503	0.020356394642854
ENSOARG00000008211				1.50471623802714	1.35267240473543	0.0214288525089543	0.0346249321180226
ENSOARG00000008258	101107810	RGS19	regulator of G protein signaling 19	-1.57875509567161	-1.5530476380642	0.00185414490400091	0.00202519028432218
ENSOARG00000008330	101122350	WDR91	WD repeat domain 91	-2.22380767318916	-1.99388768440923	5.9212226968084e-06	0.00110252480547076
ENSOARG00000008333	443540	TNF	tumor necrosis factor	4.78389137809148	5.19532767949827	1.15209483317983e-06	0.000280862667562331
ENSOARG00000008340	101118711	TBX21	T-box 21	6.1245625205301	4.08862416083713	3.73763694264103e-05	0.000400643071883284
ENSOARG00000008369	443232	CD40	CD40 molecule	2.91773762463126	5.07200142244281	3.05938018680956e-05	0.000294552068157482
ENSOARG00000008401	101120603	PARP8	poly(ADP-ribose) polymerase family member 8	1.8862836685233	1.64538327832793	5.54091937372705e-06	0.0034295150789522
ENSOARG00000008430	101121705	JAML	junction adhesion molecule like	-1.66682392231689	-1.34020574416519	0.0117813042003502	0.0112255251966638
ENSOARG00000008451	100913167	PRR15	proline rich 15	2.94810850075382	4.95798220642536	0.00073890132723881	0.000125803926915973
ENSOARG00000008452	100302313	ARL5A	ADP ribosylation factor like GTPase 5A	1.11463525169953	2.20075626261424	0.00869576853289415	0.000651041613478429
ENSOARG00000008461	101113133	HABP4	hyaluronan binding protein 4	-1.67045414740035	-1.63384814685791	0.00040690724495996	0.0131232248930962
ENSOARG00000008524	101104140	PTGES	prostaglandin E synthase	2.86959904944357	5.31406379420579	0.000215022359713887	0.0010835730559969
ENSOARG00000008535	101105973	PRSS53	serine protease 53	-1.2462352152394	-1.271551238226	0.00796875532910392	0.0263692760471071
ENSOARG00000008556	101116583	RCBTB1	RCC1 and BTB domain containing protein 1	1.42344128053856	1.42982778257885	0.0407534670249633	0.00438609800033629
ENSOARG00000008585	100307033	ASF1A	anti-silencing function 1A histone chaperone	-0.929939453409028	-1.47377187084487	0.0457395547891902	0.011660888301076
ENSOARG00000008597	101123121	SGMS2	sphingomyelin synthase 2	1.36967461671527	1.94910903572414	0.00237092385528522	0.000822853825799013
ENSOARG00000008610	101121563		cytochrome P450 2J2-like	2.06043190531031	1.57855086342984	0.00521768674806953	0.016105246404208
ENSOARG00000008659	101118671	NEB	nebulin	1.58602423384015	1.20601815050012	0.000340958224984356	0.0451379171555491
ENSOARG00000008668	101113460	FBP2	fructose-bisphosphatase 2	2.44984750445209	2.91362053760539	0.00094057921574515	0.00864048399453841
ENSOARG00000008693	101119259	CISH	cytokine inducible SH2 containing protein	4.00540153881861	7.23772305867181	3.02653824913204e-06	0.000137032006401013
ENSOARG00000008702	101121820	LOC101121820	cytochrome P450 2J2-like	2.73043119429089	2.71496140899637	0.00027072243374372	0.00147343998192177
ENSOARG00000008707	101111016	TICAM1	toll like receptor adaptor molecule 1	1.50485654503392	2.25265716886307	0.000135796107524942	0.00114294693959944
ENSOARG00000008722	101121434		RAS p21 protein activator 3	-0.991453845927467	-1.93924801729682	0.0121493448823093	0.000858711407315907
ENSOARG00000008734	101113364	TPCN1	two pore segment channel 1	-1.10552512269462	-1.94029513158273	0.00220588337017629	0.00229825522410043
ENSOARG00000008746	101103290	SAMD8	sterile alpha motif domain containing 8	1.88067916437891	1.53416345238951	0.00148595730095571	0.016805366417466
ENSOARG00000008834	101117117	HSPA1L	heat shock protein family A (Hsp70) member 1 like	-1.4094561488092	-1.86614541601822	0.00413835728237112	0.00689167374546337
ENSOARG00000008861	101120971	SLAMF6	SLAM family member 6	2.47845493111041	3.04280652510074	9.83191807816098e-05	0.00178074916625501
ENSOARG00000008867	100302564	PLAUR	plasminogen activator, urokinase receptor	1.31609506846289	2.20919800186745	0.00016421630473627	0.0073313349132458
ENSOARG00000008875	101113625	SLC8B1	solute carrier family 8 member B1	-1.44878626309036	-1.37892634319041	0.0494938931298431	0.0174873885842599
ENSOARG00000008893	678672	SLAMF1	signaling lymphocytic activation molecule family member 1	4.39494942389247	5.80193303185108	9.05677825528295e-06	0.000132501805477821
ENSOARG00000008926				1.96308022197288	2.80489860197737	0.0315055100318379	0.00528793228888001
ENSOARG00000008956		OCSTAMP	osteoclast stimulatory transmembrane protein	2.27592211183888	3.55425782334725	0.00058527895467928	0.000415468790256326
ENSOARG00000008967	101121221	SLAMF7	SLAM family member 7	2.24379114093654	2.61419495678335	7.69484425891219e-05	0.00652753924907471
ENSOARG00000009019	101119185	TNFAIP6	TNF alpha induced protein 6	3.93079297334947	6.38767447320845	0.000176347678108172	0.000152168645998245
ENSOARG00000009096	101118923	MTUS1	microtubule associated scaffold protein 1	-1.92478645982146	-1.96039072955949	0.0101513597401157	0.000841275674902026
ENSOARG00000009097				2.27003752525078	2.19715236264223	0.00103031431985618	0.0159274931411218
ENSOARG00000009103	101119445	NMI	N-myc and STAT interactor	2.34891298260749	2.79984468750402	0.000264303589545489	0.00439557479205561
ENSOARG00000009145	101111585	B3GALT4	beta-1,3-galactosyltransferase 4	-1.3171661510371	-1.15530123784719	0.0037485325192066	0.0233155540906431
ENSOARG00000009176	101110963		poliovirus receptor	2.58248162083901	4.89226397771995	0.00861869693279063	0.002199138687687
ENSOARG00000009194	101107997	ATP10A	ATPase phospholipid transporting 10A (putative)	1.22604838201877	2.38928144529112	0.0221221314423293	0.000762418311967971
ENSOARG00000009199	101119882	RBM43	RNA binding motif protein 43	2.09765725680105	2.08495983096277	0.000126472542680807	0.00351436002900932
ENSOARG00000009205	101102378	CDA	cytidine deaminase	3.32487258436679	2.78002959660439	1.15209483317983e-06	0.00332874549907945
ENSOARG00000009239	101111483	BCL3	B cell CLL/lymphoma 3	1.11794883337434	1.92752431359497	0.0135225880039772	0.00105410601577565
ENSOARG00000009241	101119572	CCL8	C-C motif chemokine 8	3.55346634633241	7.02710019077882	0.000255022898552948	0.000310040914666817
ENSOARG00000009246	100462692	IL23A	interleukin 23 subunit alpha	2.99000398777332	2.61728391995545	0.00454398832363789	0.00377216617989595
ENSOARG00000009280	780487	F11R	F11 receptor	1.04817941695465	2.53709973676165	0.0140856025294038	0.00870273868970416
ENSOARG00000009303	101110451	OTUD4	OTU deubiquitinase 4	1.54572726191131	1.78176229396975	0.000241513842031794	0.0119901443492184
ENSOARG00000009325	101119148	UNC13D	unc-13 homolog D	-1.13678378931686	-1.10852613010913	0.00479424889002729	0.0124267376652611
ENSOARG00000009399	101123168	ARHGAP30	Rho GTPase activating protein 30	-1.53089293323311	-1.1602782889897	0.0101250357415786	0.010355378220971
ENSOARG00000009454		LYL1	LYL1, basic helix-loop-helix family member	-2.0180922749885	-1.84038399285927	0.000610377605861977	0.00368573298737974
ENSOARG00000009498	101118312	NFKBIE	NFKB inhibitor epsilon	1.06547997853482	3.05085551082017	0.0061184462657185	0.00341211213302399
ENSOARG00000009508	101113663	KIF5C	kinesin family member 5C	2.08910728601731	3.02803599450704	0.00117244179407478	0.000515827812972003
ENSOARG00000009519	100505403	DAXX	death domain associated protein	1.79398405860888	1.54441520020638	0.00140479575775333	0.0171740306484172
ENSOARG00000009537		DUSP5	dual specificity phosphatase 5	2.70220851816197	2.32953615481873	3.41895704465692e-06	0.00166493158594767
ENSOARG00000009545		RELB	RELB proto-oncogene, NF-kB subunit	1.12613646283814	2.12283069292032	0.000188539868659253	0.00277348035060258
ENSOARG00000009559		TMEM151B	transmembrane protein 151B	2.94621406261059	5.61946988576445	0.00628706124790472	0.000152168645998245
ENSOARG00000009565	101114308	PTPN11	protein tyrosine phosphatase, non-receptor type 11	0.901019144149003	2.2715155401873	0.0311192560280568	0.00183092776852987
ENSOARG00000009583	101105132	DNAJA1	dnaJ homolog subfamily A member 1	1.35829034924845	1.18188509032353	0.00883181741280391	0.04344548721535
ENSOARG00000009627	101120093	CCL2	C-C motif chemokine 2	1.55960571023116	2.48582551173336	0.00105898339543627	0.0187865177435698
ENSOARG00000009686	101106565	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	5.07054957948771	4.43939555900962	1.45877763299706e-06	0.000655517224628646
ENSOARG00000009693	101114648	FOXP1	forkhead box P1	1.4247901859252	1.86107975520584	0.000123143172405992	0.00140079084369002
ENSOARG00000009733	101110843	RELL1	RELT like 1	1.31713793275692	1.87386950982635	0.00512891857336709	0.00733653972541626
ENSOARG00000009740	101121673	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	2.36257800451381	2.32062266799738	0.000375421922348136	0.00568689237038805
ENSOARG00000009741	101107182		WD repeat domain 34	-1.10236102398024	-1.60190777086742	0.0340367771095313	0.00678602753181854
ENSOARG00000009749	101118035	PLCD3	phospholipase C delta 3	-1.72382180560974	-2.02535893997413	0.000421646449229176	0.0118708218274234
ENSOARG00000009769	101109809	TRAF3IP2	TRAF3 interacting protein 2	1.01983736027283	1.37774454454337	0.00562788149146435	0.00614776812906079
ENSOARG00000009794	101108481	DGKI	diacylglycerol kinase iota	-1.41971117625947	-1.56602030718001	0.0195446411624999	0.00456289653007735
ENSOARG00000009803	101106766	TWISTNB	TWIST neighbor	1.05946008893943	1.28030106179878	0.0121493448823093	0.0133787190131357
ENSOARG00000009823	101122253	ORC4	origin recognition complex subunit 4	1.19797129066288	1.91429267821604	0.00260985133923346	0.00243388581969805
ENSOARG00000009837	101111285	PGM2	phosphoglucomutase 2	2.16663488705436	2.7273745110482	2.69839345622436e-05	0.00159805076691016
ENSOARG00000009865	101120613	LOC105601867	serum amyloid A-4 protein	2.67866933462028	5.62461994072486	0.000540291115847387	0.000190840538550374
ENSOARG00000009868				1.42141783015245	1.95114779910009	0.000447991326730389	0.0137160184265855
ENSOARG00000009887	101113976	CHST15	carbohydrate sulfotransferase 15	-1.15984311429145	-1.20505536932934	0.0328310746847314	0.0177614839848848
ENSOARG00000009936	101106936		homer scaffold protein 3	-1.1848192522881	-1.27687303502929	0.000613628708244743	0.0226093497095257
ENSOARG00000009938	101101867	KYNU	kynureninase	2.39505166742972	3.13435882702179	5.61926128073177e-05	0.00194953582695684
ENSOARG00000009963	101121216	LOC101121216	serum amyloid A protein-like	2.90464280673604	4.98259391588415	0.00011740151149782	0.000207124780440011
ENSOARG00000009970	101115232	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	-2.25570296063866	-4.05033053838006	0.000929142207557199	0.00422148412198834
ENSOARG00000009981	101111550	TBC1D1	TBC1 domain family member 1	1.29152680507121	1.75296281136967	5.81590858637292e-05	0.00922823684827562
ENSOARG00000010012	101106676	SNX10	sorting nexin 10	2.46475328122843	3.85978289914369	0.000142093206780877	0.00116226132697931
ENSOARG00000010027	101107517	ITGB8	integrin subunit beta 8	1.68182485310995	3.76591930940383	0.0194948941764177	0.00210469812692952
ENSOARG00000010035	101121454	SERPING1	serpin family G member 1	1.04493553586046	1.40667691641299	0.025970753368508	0.0449040169097048
ENSOARG00000010042	101112949	STC1	stanniocalcin 1	2.6274337318202	1.93995997942263	5.19382393322684e-05	0.0111729704244962
ENSOARG00000010077	101106745	ARMCX1	armadillo repeat containing X-linked 1	-0.974663134018892	-1.66057158706783	0.0125049433701617	0.0117251023972463
ENSOARG00000010098	101112230	CDC40	cell division cycle 40	2.0009166191254	1.16854135346107	1.4194664281452e-05	0.0430868352676485
ENSOARG00000010177	101120338	MED30	mediator complex subunit 30	1.92639263009575	2.868263673897	0.000550380011169101	0.00507332405900501
ENSOARG00000010196	101119742	TNFRSF9	TNF receptor superfamily member 9	2.65837297324884	5.51388562836829	0.0152665292368731	0.000125803926915973
ENSOARG00000010231	780441	MX2	MX dynamin like GTPase 2	2.73809301816026	2.59092163987913	0.00193656528045328	0.00844924632967531
ENSOARG00000010233	101111441	ESYT1	extended synaptotagmin 1	-0.98195874179524	-1.18892088146679	0.00236564180181619	0.0153520031076631
ENSOARG00000010264	101114752	PDLIM2	PDZ and LIM domain 2	-1.62538447806772	-1.97217593854279	0.0004191654143957	0.000902431473418138
ENSOARG00000010270	101115621	SHD	Src homology 2 domain containing transforming protein D	1.92945890127362	5.22054771026955	0.0050797046459038	0.000310040914666817
ENSOARG00000010283	443146	MX1	MX dynamin like GTPase 1	2.60951964494296	2.73606711228486	0.000899076770974128	0.00297748048545224
ENSOARG00000010312	101109329	TSPAN14	tetraspanin 14	-0.884296310774953	-1.36650622053571	0.0316430588479321	0.0226188985365298
ENSOARG00000010319	101101969	RASGRP3	RAS guanyl releasing protein 3	-1.71109283730453	-1.91147834494772	0.00155082308492635	0.0342352155370848
ENSOARG00000010353	101102876	HNMT	histamine N-methyltransferase	-1.21508827636524	-1.69934579591453	0.00616038059908428	0.00294889041744994
ENSOARG00000010392	101111728	TMEM51	transmembrane protein 51	0.856797517404359	1.2137118320804	0.0339243641325597	0.033503223047413
ENSOARG00000010421	101120396	SLC27A4	solute carrier family 27 member 4	-1.18728235347628	-1.33338310909283	0.00245237813739676	0.014236101527441
ENSOARG00000010426	443034	SFTPC	surfactant protein C	5.54669560450518	7.21050625140293	5.28840375663161e-05	0.000190840538550374
ENSOARG00000010432	101119688	PDCD4	programmed cell death 4	-0.997308825100629	-1.46959693584198	0.00937748293462173	0.0120856893030005
ENSOARG00000010445	101113064	EBI3	Epstein-Barr virus induced 3	2.0221320268978	4.72332904548369	0.00241088720488624	0.000413138740517462
